time_s,altitude_m,vertical_velocity_ms,vertical_accel_ms2,lateral_distance_m,lateral_direction_deg,phase
89.8,8027.34,-25.0,0.0,670.05,60.0,DESCENT
89.9,8024.84,-25.0,0.0,671.4,60.0,DESCENT
90.0,8022.34,-25.0,0.0,672.75,60.0,DESCENT
90.1,8019.84,-25.0,0.0,674.1,60.0,DESCENT
90.2,8017.34,-25.0,0.0,675.45,60.0,DESCENT
90.3,8014.84,-25.0,0.0,676.8,60.0,DESCENT
90.4,8012.34,-25.0,0.0,678.15,60.0,DESCENT
90.5,8009.84,-25.0,0.0,679.5,60.0,DESCENT
90.6,8007.34,-25.0,0.0,680.85,60.0,DESCENT
90.7,8004.84,-25.0,0.0,682.2,60.0,DESCENT
90.8,8002.34,-25.0,0.0,683.55,60.0,DESCENT
90.9,7999.84,-25.0,0.0,684.9,60.0,DESCENT
91.0,7997.34,-25.0,0.0,686.25,60.0,DESCENT
91.1,7994.84,-25.0,0.0,687.6,60.0,DESCENT
91.2,7992.34,-25.0,0.0,688.95,60.0,DESCENT
91.3,7989.84,-25.0,0.0,690.3,60.0,DESCENT
91.4,7987.34,-25.0,0.0,691.65,60.0,DESCENT
91.5,7984.84,-25.0,0.0,693.0,60.0,DESCENT
91.6,7982.34,-25.0,0.0,694.35,60.0,DESCENT
91.7,7979.84,-25.0,0.0,695.7,60.0,DESCENT
91.8,7977.34,-25.0,0.0,697.05,60.0,DESCENT
91.9,7974.84,-25.0,0.0,698.4,60.0,DESCENT
92.0,7972.34,-25.0,0.0,699.75,60.0,DESCENT
92.1,7969.84,-25.0,0.0,701.1,60.0,DESCENT
92.2,7967.34,-25.0,0.0,702.45,60.0,DESCENT
92.3,7964.84,-25.0,0.0,703.8,60.0,DESCENT
92.4,7962.34,-25.0,0.0,705.15,60.0,DESCENT
92.5,7959.84,-25.0,0.0,706.5,60.0,DESCENT
92.6,7957.34,-25.0,0.0,707.85,60.0,DESCENT
92.7,7954.84,-25.0,0.0,709.2,60.0,DESCENT
92.8,7952.34,-25.0,0.0,710.55,60.0,DESCENT
92.9,7949.84,-25.0,0.0,711.9,60.0,DESCENT
93.0,7947.34,-25.0,0.0,713.25,60.0,DESCENT
93.1,7944.84,-25.0,0.0,714.6,60.0,DESCENT
93.2,7942.34,-25.0,0.0,715.95,60.0,DESCENT
93.3,7939.84,-25.0,0.0,717.3,60.0,DESCENT
93.4,7937.34,-25.0,0.0,718.65,60.0,DESCENT
93.5,7934.84,-25.0,0.0,720.0,60.0,DESCENT
93.6,7932.34,-25.0,0.0,721.35,60.0,DESCENT
93.7,7929.84,-25.0,0.0,722.7,60.0,DESCENT
93.8,7927.34,-25.0,0.0,724.05,60.0,DESCENT
93.9,7924.84,-25.0,0.0,725.4,60.0,DESCENT
94.0,7922.34,-25.0,0.0,726.75,60.0,DESCENT
94.1,7919.84,-25.0,0.0,728.1,60.0,DESCENT
94.2,7917.34,-25.0,0.0,729.45,60.0,DESCENT
94.3,7914.84,-25.0,0.0,730.8,60.0,DESCENT
94.4,7912.34,-25.0,0.0,732.15,60.0,DESCENT
94.5,7909.84,-25.0,0.0,733.5,60.0,DESCENT
94.6,7907.34,-25.0,0.0,734.85,60.0,DESCENT
94.7,7904.84,-25.0,0.0,736.2,60.0,DESCENT
94.8,7902.34,-25.0,0.0,737.55,60.0,DESCENT
94.9,7899.84,-25.0,0.0,738.9,60.0,DESCENT
95.0,7897.34,-25.0,0.0,740.25,60.0,DESCENT
95.1,7894.84,-25.0,0.0,741.6,60.0,DESCENT
95.2,7892.34,-25.0,0.0,742.95,60.0,DESCENT
95.3,7889.84,-25.0,0.0,744.3,60.0,DESCENT
95.4,7887.34,-25.0,0.0,745.65,60.0,DESCENT
95.5,7884.84,-25.0,0.0,747.0,60.0,DESCENT
95.6,7882.34,-25.0,0.0,748.35,60.0,DESCENT
95.7,7879.84,-25.0,0.0,749.7,60.0,DESCENT
95.8,7877.34,-25.0,0.0,751.05,60.0,DESCENT
95.9,7874.84,-25.0,0.0,752.4,60.0,DESCENT
96.0,7872.34,-25.0,0.0,753.75,60.0,DESCENT
96.1,7869.84,-25.0,0.0,755.1,60.0,DESCENT
96.2,7867.34,-25.0,0.0,756.45,60.0,DESCENT
96.3,7864.84,-25.0,0.0,757.8,60.0,DESCENT
96.4,7862.34,-25.0,0.0,759.15,60.0,DESCENT
96.5,7859.84,-25.0,0.0,760.5,60.0,DESCENT
96.6,7857.34,-25.0,0.0,761.85,60.0,DESCENT
96.7,7854.84,-25.0,0.0,763.2,60.0,DESCENT
96.8,7852.34,-25.0,0.0,764.55,60.0,DESCENT
96.9,7849.84,-25.0,0.0,765.9,60.0,DESCENT
97.0,7847.34,-25.0,0.0,767.25,60.0,DESCENT
97.1,7844.84,-25.0,0.0,768.6,60.0,DESCENT
97.2,7842.34,-25.0,0.0,769.95,60.0,DESCENT
97.3,7839.84,-25.0,0.0,771.3,60.0,DESCENT
97.4,7837.34,-25.0,0.0,772.65,60.0,DESCENT
97.5,7834.84,-25.0,0.0,774.0,60.0,DESCENT
97.6,7832.34,-25.0,0.0,775.35,60.0,DESCENT
97.7,7829.84,-25.0,0.0,776.7,60.0,DESCENT
97.8,7827.34,-25.0,0.0,778.05,60.0,DESCENT
97.9,7824.84,-25.0,0.0,779.4,60.0,DESCENT
98.0,7822.34,-25.0,0.0,780.75,60.0,DESCENT
98.1,7819.84,-25.0,0.0,782.1,60.0,DESCENT
98.2,7817.34,-25.0,0.0,783.45,60.0,DESCENT
98.3,7814.84,-25.0,0.0,784.8,60.0,DESCENT
98.4,7812.34,-25.0,0.0,786.15,60.0,DESCENT
98.5,7809.84,-25.0,0.0,787.5,60.0,DESCENT
98.6,7807.34,-25.0,0.0,788.85,60.0,DESCENT
98.7,7804.84,-25.0,0.0,790.2,60.0,DESCENT
98.8,7802.34,-25.0,0.0,791.55,60.0,DESCENT
98.9,7799.84,-25.0,0.0,792.9,60.0,DESCENT
99.0,7797.34,-25.0,0.0,794.25,60.0,DESCENT
99.1,7794.84,-25.0,0.0,795.6,60.0,DESCENT
99.2,7792.34,-25.0,0.0,796.95,60.0,DESCENT
99.3,7789.84,-25.0,0.0,798.3,60.0,DESCENT
99.4,7787.34,-25.0,0.0,799.65,60.0,DESCENT
99.5,7784.84,-25.0,0.0,801.0,60.0,DESCENT
99.6,7782.34,-25.0,0.0,802.35,60.0,DESCENT
99.7,7779.84,-25.0,0.0,803.7,60.0,DESCENT
99.8,7777.34,-25.0,0.0,805.05,60.0,DESCENT
99.9,7774.84,-25.0,0.0,806.4,60.0,DESCENT
100.0,7772.34,-25.0,0.0,807.75,60.0,DESCENT
100.1,7769.84,-25.0,0.0,809.1,60.0,DESCENT
100.2,7767.34,-25.0,0.0,810.45,60.0,DESCENT
100.3,7764.84,-25.0,0.0,811.8,60.0,DESCENT
100.4,7762.34,-25.0,0.0,813.15,60.0,DESCENT
100.5,7759.84,-25.0,0.0,814.5,60.0,DESCENT
100.6,7757.34,-25.0,0.0,815.85,60.0,DESCENT
100.7,7754.84,-25.0,0.0,817.2,60.0,DESCENT
100.8,7752.34,-25.0,0.0,818.55,60.0,DESCENT
100.9,7749.84,-25.0,0.0,819.9,60.0,DESCENT
101.0,7747.34,-25.0,0.0,821.25,60.0,DESCENT
101.1,7744.84,-25.0,0.0,822.6,60.0,DESCENT
101.2,7742.34,-25.0,0.0,823.95,60.0,DESCENT
101.3,7739.84,-25.0,0.0,825.3,60.0,DESCENT
101.4,7737.34,-25.0,0.0,826.65,60.0,DESCENT
101.5,7734.84,-25.0,0.0,828.0,60.0,DESCENT
101.6,7732.34,-25.0,0.0,829.35,60.0,DESCENT
101.7,7729.84,-25.0,0.0,830.7,60.0,DESCENT
101.8,7727.34,-25.0,0.0,832.05,60.0,DESCENT
101.9,7724.84,-25.0,0.0,833.4,60.0,DESCENT
102.0,7722.34,-25.0,0.0,834.75,60.0,DESCENT
102.1,7719.84,-25.0,0.0,836.1,60.0,DESCENT
102.2,7717.34,-25.0,0.0,837.45,60.0,DESCENT
102.3,7714.84,-25.0,0.0,838.8,60.0,DESCENT
102.4,7712.34,-25.0,0.0,840.15,60.0,DESCENT
102.5,7709.84,-25.0,0.0,841.5,60.0,DESCENT
102.6,7707.34,-25.0,0.0,842.85,60.0,DESCENT
102.7,7704.84,-25.0,0.0,844.2,60.0,DESCENT
102.8,7702.34,-25.0,0.0,845.55,60.0,DESCENT
102.9,7699.84,-25.0,0.0,846.9,60.0,DESCENT
103.0,7697.34,-25.0,0.0,848.25,60.0,DESCENT
103.1,7694.84,-25.0,0.0,849.6,60.0,DESCENT
103.2,7692.34,-25.0,0.0,850.95,60.0,DESCENT
103.3,7689.84,-25.0,0.0,852.3,60.0,DESCENT
103.4,7687.34,-25.0,0.0,853.65,60.0,DESCENT
103.5,7684.84,-25.0,0.0,855.0,60.0,DESCENT
103.6,7682.34,-25.0,0.0,856.35,60.0,DESCENT
103.7,7679.84,-25.0,0.0,857.7,60.0,DESCENT
103.8,7677.34,-25.0,0.0,859.05,60.0,DESCENT
103.9,7674.84,-25.0,0.0,860.4,60.0,DESCENT
104.0,7672.34,-25.0,0.0,861.75,60.0,DESCENT
104.1,7669.84,-25.0,0.0,863.1,60.0,DESCENT
104.2,7667.34,-25.0,0.0,864.45,60.0,DESCENT
104.3,7664.84,-25.0,0.0,865.8,60.0,DESCENT
104.4,7662.34,-25.0,0.0,867.15,60.0,DESCENT
104.5,7659.84,-25.0,0.0,868.5,60.0,DESCENT
104.6,7657.34,-25.0,0.0,869.85,60.0,DESCENT
104.7,7654.84,-25.0,0.0,871.2,60.0,DESCENT
104.8,7652.34,-25.0,0.0,872.55,60.0,DESCENT
104.9,7649.84,-25.0,0.0,873.9,60.0,DESCENT
105.0,7647.34,-25.0,0.0,875.25,60.0,DESCENT
105.1,7644.84,-25.0,0.0,876.6,60.0,DESCENT
105.2,7642.34,-25.0,0.0,877.95,60.0,DESCENT
105.3,7639.84,-25.0,0.0,879.3,60.0,DESCENT
105.4,7637.34,-25.0,0.0,880.65,60.0,DESCENT
105.5,7634.84,-25.0,0.0,882.0,60.0,DESCENT
105.6,7632.34,-25.0,0.0,883.35,60.0,DESCENT
105.7,7629.84,-25.0,0.0,884.7,60.0,DESCENT
105.8,7627.34,-25.0,0.0,886.05,60.0,DESCENT
105.9,7624.84,-25.0,0.0,887.4,60.0,DESCENT
106.0,7622.34,-25.0,0.0,888.75,60.0,DESCENT
106.1,7619.84,-25.0,0.0,890.1,60.0,DESCENT
106.2,7617.34,-25.0,0.0,891.45,60.0,DESCENT
106.3,7614.84,-25.0,0.0,892.8,60.0,DESCENT
106.4,7612.34,-25.0,0.0,894.15,60.0,DESCENT
106.5,7609.84,-25.0,0.0,895.5,60.0,DESCENT
106.6,7607.34,-25.0,0.0,896.85,60.0,DESCENT
106.7,7604.84,-25.0,0.0,898.2,60.0,DESCENT
106.8,7602.34,-25.0,0.0,899.55,60.0,DESCENT
106.9,7599.84,-25.0,0.0,900.9,60.0,DESCENT
107.0,7597.34,-25.0,0.0,902.25,60.0,DESCENT
107.1,7594.84,-25.0,0.0,903.6,60.0,DESCENT
107.2,7592.34,-25.0,0.0,904.95,60.0,DESCENT
107.3,7589.84,-25.0,0.0,906.3,60.0,DESCENT
107.4,7587.34,-25.0,0.0,907.65,60.0,DESCENT
107.5,7584.84,-25.0,0.0,909.0,60.0,DESCENT
107.6,7582.34,-25.0,0.0,910.35,60.0,DESCENT
107.7,7579.84,-25.0,0.0,911.7,60.0,DESCENT
107.8,7577.34,-25.0,0.0,913.05,60.0,DESCENT
107.9,7574.84,-25.0,0.0,914.4,60.0,DESCENT
108.0,7572.34,-25.0,0.0,915.75,60.0,DESCENT
108.1,7569.84,-25.0,0.0,917.1,60.0,DESCENT
108.2,7567.34,-25.0,0.0,918.45,60.0,DESCENT
108.3,7564.84,-25.0,0.0,919.8,60.0,DESCENT
108.4,7562.34,-25.0,0.0,921.15,60.0,DESCENT
108.5,7559.84,-25.0,0.0,922.5,60.0,DESCENT
108.6,7557.34,-25.0,0.0,923.85,60.0,DESCENT
108.7,7554.84,-25.0,0.0,925.2,60.0,DESCENT
108.8,7552.34,-25.0,0.0,926.55,60.0,DESCENT
108.9,7549.84,-25.0,0.0,927.9,60.0,DESCENT
109.0,7547.34,-25.0,0.0,929.25,60.0,DESCENT
109.1,7544.84,-25.0,0.0,930.6,60.0,DESCENT
109.2,7542.34,-25.0,0.0,931.95,60.0,DESCENT
109.3,7539.84,-25.0,0.0,933.3,60.0,DESCENT
109.4,7537.34,-25.0,0.0,934.65,60.0,DESCENT
109.5,7534.84,-25.0,0.0,936.0,60.0,DESCENT
109.6,7532.34,-25.0,0.0,937.35,60.0,DESCENT
109.7,7529.84,-25.0,0.0,938.7,60.0,DESCENT
109.8,7527.34,-25.0,0.0,940.05,60.0,DESCENT
109.9,7524.84,-25.0,0.0,941.4,60.0,DESCENT
110.0,7522.34,-25.0,0.0,942.75,60.0,DESCENT
110.1,7519.84,-25.0,0.0,944.1,60.0,DESCENT
110.2,7517.34,-25.0,0.0,945.45,60.0,DESCENT
110.3,7514.84,-25.0,0.0,946.8,60.0,DESCENT
110.4,7512.34,-25.0,0.0,948.15,60.0,DESCENT
110.5,7509.84,-25.0,0.0,949.5,60.0,DESCENT
110.6,7507.34,-25.0,0.0,950.85,60.0,DESCENT
110.7,7504.84,-25.0,0.0,952.2,60.0,DESCENT
110.8,7502.34,-25.0,0.0,953.55,60.0,DESCENT
110.9,7499.84,-25.0,0.0,954.9,60.0,DESCENT
111.0,7497.34,-25.0,0.0,956.25,60.0,DESCENT
111.1,7494.84,-25.0,0.0,957.6,60.0,DESCENT
111.2,7492.34,-25.0,0.0,958.95,60.0,DESCENT
111.3,7489.84,-25.0,0.0,960.3,60.0,DESCENT
111.4,7487.34,-25.0,0.0,961.65,60.0,DESCENT
111.5,7484.84,-25.0,0.0,963.0,60.0,DESCENT
111.6,7482.34,-25.0,0.0,964.35,60.0,DESCENT
111.7,7479.84,-25.0,0.0,965.7,60.0,DESCENT
111.8,7477.34,-25.0,0.0,967.05,60.0,DESCENT
111.9,7474.84,-25.0,0.0,968.4,60.0,DESCENT
112.0,7472.34,-25.0,0.0,969.75,60.0,DESCENT
112.1,7469.84,-25.0,0.0,971.1,60.0,DESCENT
112.2,7467.34,-25.0,0.0,972.45,60.0,DESCENT
112.3,7464.84,-25.0,0.0,973.8,60.0,DESCENT
112.4,7462.34,-25.0,0.0,975.15,60.0,DESCENT
112.5,7459.84,-25.0,0.0,976.5,60.0,DESCENT
112.6,7457.34,-25.0,0.0,977.85,60.0,DESCENT
112.7,7454.84,-25.0,0.0,979.2,60.0,DESCENT
112.8,7452.34,-25.0,0.0,980.55,60.0,DESCENT
112.9,7449.84,-25.0,0.0,981.9,60.0,DESCENT
113.0,7447.34,-25.0,0.0,983.25,60.0,DESCENT
113.1,7444.84,-25.0,0.0,984.6,60.0,DESCENT
113.2,7442.34,-25.0,0.0,985.95,60.0,DESCENT
113.3,7439.84,-25.0,0.0,987.3,60.0,DESCENT
113.4,7437.34,-25.0,0.0,988.65,60.0,DESCENT
113.5,7434.84,-25.0,0.0,990.0,60.0,DESCENT
113.6,7432.34,-25.0,0.0,991.35,60.0,DESCENT
113.7,7429.84,-25.0,0.0,992.7,60.0,DESCENT
113.8,7427.34,-25.0,0.0,994.05,60.0,DESCENT
113.9,7424.84,-25.0,0.0,995.4,60.0,DESCENT
114.0,7422.34,-25.0,0.0,996.75,60.0,DESCENT
114.1,7419.84,-25.0,0.0,998.1,60.0,DESCENT
114.2,7417.34,-25.0,0.0,999.45,60.0,DESCENT
114.3,7414.84,-25.0,0.0,1000.8,60.0,DESCENT
114.4,7412.34,-25.0,0.0,1002.15,60.0,DESCENT
114.5,7409.84,-25.0,0.0,1003.5,60.0,DESCENT
114.6,7407.34,-25.0,0.0,1004.85,60.0,DESCENT
114.7,7404.84,-25.0,0.0,1006.2,60.0,DESCENT
114.8,7402.34,-25.0,0.0,1007.55,60.0,DESCENT
114.9,7399.84,-25.0,0.0,1008.9,60.0,DESCENT
115.0,7397.34,-25.0,0.0,1010.25,60.0,DESCENT
115.1,7394.84,-25.0,0.0,1011.6,60.0,DESCENT
115.2,7392.34,-25.0,0.0,1012.95,60.0,DESCENT
115.3,7389.84,-25.0,0.0,1014.3,60.0,DESCENT
115.4,7387.34,-25.0,0.0,1015.65,60.0,DESCENT
115.5,7384.84,-25.0,0.0,1017.0,60.0,DESCENT
115.6,7382.34,-25.0,0.0,1018.35,60.0,DESCENT
115.7,7379.84,-25.0,0.0,1019.7,60.0,DESCENT
115.8,7377.34,-25.0,0.0,1021.05,60.0,DESCENT
115.9,7374.84,-25.0,0.0,1022.4,60.0,DESCENT
116.0,7372.34,-25.0,0.0,1023.75,60.0,DESCENT
116.1,7369.84,-25.0,0.0,1025.1,60.0,DESCENT
116.2,7367.34,-25.0,0.0,1026.45,60.0,DESCENT
116.3,7364.84,-25.0,0.0,1027.8,60.0,DESCENT
116.4,7362.34,-25.0,0.0,1029.15,60.0,DESCENT
116.5,7359.84,-25.0,0.0,1030.5,60.0,DESCENT
116.6,7357.34,-25.0,0.0,1031.85,60.0,DESCENT
116.7,7354.84,-25.0,0.0,1033.2,60.0,DESCENT
116.8,7352.34,-25.0,0.0,1034.55,60.0,DESCENT
116.9,7349.84,-25.0,0.0,1035.9,60.0,DESCENT
117.0,7347.34,-25.0,0.0,1037.25,60.0,DESCENT
117.1,7344.84,-25.0,0.0,1038.6,60.0,DESCENT
117.2,7342.34,-25.0,0.0,1039.95,60.0,DESCENT
117.3,7339.84,-25.0,0.0,1041.3,60.0,DESCENT
117.4,7337.34,-25.0,0.0,1042.65,60.0,DESCENT
117.5,7334.84,-25.0,0.0,1044.0,60.0,DESCENT
117.6,7332.34,-25.0,0.0,1045.35,60.0,DESCENT
117.7,7329.84,-25.0,0.0,1046.7,60.0,DESCENT
117.8,7327.34,-25.0,0.0,1048.05,60.0,DESCENT
117.9,7324.84,-25.0,0.0,1049.4,60.0,DESCENT
118.0,7322.34,-25.0,0.0,1050.75,60.0,DESCENT
118.1,7319.84,-25.0,0.0,1052.1,60.0,DESCENT
118.2,7317.34,-25.0,0.0,1053.45,60.0,DESCENT
118.3,7314.84,-25.0,0.0,1054.8,60.0,DESCENT
118.4,7312.34,-25.0,0.0,1056.15,60.0,DESCENT
118.5,7309.84,-25.0,0.0,1057.5,60.0,DESCENT
118.6,7307.34,-25.0,0.0,1058.85,60.0,DESCENT
118.7,7304.84,-25.0,0.0,1060.2,60.0,DESCENT
118.8,7302.34,-25.0,0.0,1061.55,60.0,DESCENT
118.9,7299.84,-25.0,0.0,1062.9,60.0,DESCENT
119.0,7297.34,-25.0,0.0,1064.25,60.0,DESCENT
119.1,7294.84,-25.0,0.0,1065.6,60.0,DESCENT
119.2,7292.34,-25.0,0.0,1066.95,60.0,DESCENT
119.3,7289.84,-25.0,0.0,1068.3,60.0,DESCENT
119.4,7287.34,-25.0,0.0,1069.65,60.0,DESCENT
119.5,7284.84,-25.0,0.0,1071.0,60.0,DESCENT
119.6,7282.34,-25.0,0.0,1072.35,60.0,DESCENT
119.7,7279.84,-25.0,0.0,1073.7,60.0,DESCENT
119.8,7277.34,-25.0,0.0,1075.05,60.0,DESCENT
119.9,7274.84,-25.0,0.0,1076.4,60.0,DESCENT
120.0,7272.34,-25.0,0.0,1077.75,60.0,DESCENT
120.1,7269.84,-25.0,0.0,1079.1,60.0,DESCENT
120.2,7267.34,-25.0,0.0,1080.45,60.0,DESCENT
120.3,7264.84,-25.0,0.0,1081.8,60.0,DESCENT
120.4,7262.34,-25.0,0.0,1083.15,60.0,DESCENT
120.5,7259.84,-25.0,0.0,1084.5,60.0,DESCENT
120.6,7257.34,-25.0,0.0,1085.85,60.0,DESCENT
120.7,7254.84,-25.0,0.0,1087.2,60.0,DESCENT
120.8,7252.34,-25.0,0.0,1088.55,60.0,DESCENT
120.9,7249.84,-25.0,0.0,1089.9,60.0,DESCENT
121.0,7247.34,-25.0,0.0,1091.25,60.0,DESCENT
121.1,7244.84,-25.0,0.0,1092.6,60.0,DESCENT
121.2,7242.34,-25.0,0.0,1093.95,60.0,DESCENT
121.3,7239.84,-25.0,0.0,1095.3,60.0,DESCENT
121.4,7237.34,-25.0,0.0,1096.65,60.0,DESCENT
121.5,7234.84,-25.0,0.0,1098.0,60.0,DESCENT
121.6,7232.34,-25.0,0.0,1099.35,60.0,DESCENT
121.7,7229.84,-25.0,0.0,1100.7,60.0,DESCENT
121.8,7227.34,-25.0,0.0,1102.05,60.0,DESCENT
121.9,7224.84,-25.0,0.0,1103.4,60.0,DESCENT
122.0,7222.34,-25.0,0.0,1104.75,60.0,DESCENT
122.1,7219.84,-25.0,0.0,1106.1,60.0,DESCENT
122.2,7217.34,-25.0,0.0,1107.45,60.0,DESCENT
122.3,7214.84,-25.0,0.0,1108.8,60.0,DESCENT
122.4,7212.34,-25.0,0.0,1110.15,60.0,DESCENT
122.5,7209.84,-25.0,0.0,1111.5,60.0,DESCENT
122.6,7207.34,-25.0,0.0,1112.85,60.0,DESCENT
122.7,7204.84,-25.0,0.0,1114.2,60.0,DESCENT
122.8,7202.34,-25.0,0.0,1115.55,60.0,DESCENT
122.9,7199.84,-25.0,0.0,1116.9,60.0,DESCENT
123.0,7197.34,-25.0,0.0,1118.25,60.0,DESCENT
123.1,7194.84,-25.0,0.0,1119.6,60.0,DESCENT
123.2,7192.34,-25.0,0.0,1120.95,60.0,DESCENT
123.3,7189.84,-25.0,0.0,1122.3,60.0,DESCENT
123.4,7187.34,-25.0,0.0,1123.65,60.0,DESCENT
123.5,7184.84,-25.0,0.0,1125.0,60.0,DESCENT
123.6,7182.34,-25.0,0.0,1126.35,60.0,DESCENT
123.7,7179.84,-25.0,0.0,1127.7,60.0,DESCENT
123.8,7177.34,-25.0,0.0,1129.05,60.0,DESCENT
123.9,7174.84,-25.0,0.0,1130.4,60.0,DESCENT
124.0,7172.34,-25.0,0.0,1131.75,60.0,DESCENT
124.1,7169.84,-25.0,0.0,1133.1,60.0,DESCENT
124.2,7167.34,-25.0,0.0,1134.45,60.0,DESCENT
124.3,7164.84,-25.0,0.0,1135.8,60.0,DESCENT
124.4,7162.34,-25.0,0.0,1137.15,60.0,DESCENT
124.5,7159.84,-25.0,0.0,1138.5,60.0,DESCENT
124.6,7157.34,-25.0,0.0,1139.85,60.0,DESCENT
124.7,7154.84,-25.0,0.0,1141.2,60.0,DESCENT
124.8,7152.34,-25.0,0.0,1142.55,60.0,DESCENT
124.9,7149.84,-25.0,0.0,1143.9,60.0,DESCENT
125.0,7147.34,-25.0,0.0,1145.25,60.0,DESCENT
125.1,7144.84,-25.0,0.0,1146.6,60.0,DESCENT
125.2,7142.34,-25.0,0.0,1147.95,60.0,DESCENT
125.3,7139.84,-25.0,0.0,1149.3,60.0,DESCENT
125.4,7137.34,-25.0,0.0,1150.65,60.0,DESCENT
125.5,7134.84,-25.0,0.0,1152.0,60.0,DESCENT
125.6,7132.34,-25.0,0.0,1153.35,60.0,DESCENT
125.7,7129.84,-25.0,0.0,1154.7,60.0,DESCENT
125.8,7127.34,-25.0,0.0,1156.05,60.0,DESCENT
125.9,7124.84,-25.0,0.0,1157.4,60.0,DESCENT
126.0,7122.34,-25.0,0.0,1158.75,60.0,DESCENT
126.1,7119.84,-25.0,0.0,1160.1,60.0,DESCENT
126.2,7117.34,-25.0,0.0,1161.45,60.0,DESCENT
126.3,7114.84,-25.0,0.0,1162.8,60.0,DESCENT
126.4,7112.34,-25.0,0.0,1164.15,60.0,DESCENT
126.5,7109.84,-25.0,0.0,1165.5,60.0,DESCENT
126.6,7107.34,-25.0,0.0,1166.85,60.0,DESCENT
126.7,7104.84,-25.0,0.0,1168.2,60.0,DESCENT
126.8,7102.34,-25.0,0.0,1169.55,60.0,DESCENT
126.9,7099.84,-25.0,0.0,1170.9,60.0,DESCENT
127.0,7097.34,-25.0,0.0,1172.25,60.0,DESCENT
127.1,7094.84,-25.0,0.0,1173.6,60.0,DESCENT
127.2,7092.34,-25.0,0.0,1174.95,60.0,DESCENT
127.3,7089.84,-25.0,0.0,1176.3,60.0,DESCENT
127.4,7087.34,-25.0,0.0,1177.65,60.0,DESCENT
127.5,7084.84,-25.0,0.0,1179.0,60.0,DESCENT
127.6,7082.34,-25.0,0.0,1180.35,60.0,DESCENT
127.7,7079.84,-25.0,0.0,1181.7,60.0,DESCENT
127.8,7077.34,-25.0,0.0,1183.05,60.0,DESCENT
127.9,7074.84,-25.0,0.0,1184.4,60.0,DESCENT
128.0,7072.34,-25.0,0.0,1185.75,60.0,DESCENT
128.1,7069.84,-25.0,0.0,1187.1,60.0,DESCENT
128.2,7067.34,-25.0,0.0,1188.45,60.0,DESCENT
128.3,7064.84,-25.0,0.0,1189.8,60.0,DESCENT
128.4,7062.34,-25.0,0.0,1191.15,60.0,DESCENT
128.5,7059.84,-25.0,0.0,1192.5,60.0,DESCENT
128.6,7057.34,-25.0,0.0,1193.85,60.0,DESCENT
128.7,7054.84,-25.0,0.0,1195.2,60.0,DESCENT
128.8,7052.34,-25.0,0.0,1196.55,60.0,DESCENT
128.9,7049.84,-25.0,0.0,1197.9,60.0,DESCENT
129.0,7047.34,-25.0,0.0,1199.25,60.0,DESCENT
129.1,7044.84,-25.0,0.0,1200.6,60.0,DESCENT
129.2,7042.34,-25.0,0.0,1201.95,60.0,DESCENT
129.3,7039.84,-25.0,0.0,1203.3,60.0,DESCENT
129.4,7037.34,-25.0,0.0,1204.65,60.0,DESCENT
129.5,7034.84,-25.0,0.0,1206.0,60.0,DESCENT
129.6,7032.34,-25.0,0.0,1207.35,60.0,DESCENT
129.7,7029.84,-25.0,0.0,1208.7,60.0,DESCENT
129.8,7027.34,-25.0,0.0,1210.05,60.0,DESCENT
129.9,7024.84,-25.0,0.0,1211.4,60.0,DESCENT
130.0,7022.34,-25.0,0.0,1212.75,60.0,DESCENT
130.1,7019.84,-25.0,0.0,1214.1,60.0,DESCENT
130.2,7017.34,-25.0,0.0,1215.45,60.0,DESCENT
130.3,7014.84,-25.0,0.0,1216.8,60.0,DESCENT
130.4,7012.34,-25.0,0.0,1218.15,60.0,DESCENT
130.5,7009.84,-25.0,0.0,1219.5,60.0,DESCENT
130.6,7007.34,-25.0,0.0,1220.85,60.0,DESCENT
130.7,7004.84,-25.0,0.0,1222.2,60.0,DESCENT
130.8,7002.34,-25.0,0.0,1223.55,60.0,DESCENT
130.9,6999.84,-25.0,0.0,1224.9,60.0,DESCENT
131.0,6997.34,-25.0,0.0,1226.25,60.0,DESCENT
131.1,6994.84,-25.0,0.0,1227.6,60.0,DESCENT
131.2,6992.34,-25.0,0.0,1228.95,60.0,DESCENT
131.3,6989.84,-25.0,0.0,1230.3,60.0,DESCENT
131.4,6987.34,-25.0,0.0,1231.65,60.0,DESCENT
131.5,6984.84,-25.0,0.0,1233.0,60.0,DESCENT
131.6,6982.34,-25.0,0.0,1234.35,60.0,DESCENT
131.7,6979.84,-25.0,0.0,1235.7,60.0,DESCENT
131.8,6977.34,-25.0,0.0,1237.05,60.0,DESCENT
131.9,6974.84,-25.0,0.0,1238.4,60.0,DESCENT
132.0,6972.34,-25.0,0.0,1239.75,60.0,DESCENT
132.1,6969.84,-25.0,0.0,1241.1,60.0,DESCENT
132.2,6967.34,-25.0,0.0,1242.45,60.0,DESCENT
132.3,6964.84,-25.0,0.0,1243.8,60.0,DESCENT
132.4,6962.34,-25.0,0.0,1245.15,60.0,DESCENT
132.5,6959.84,-25.0,0.0,1246.5,60.0,DESCENT
132.6,6957.34,-25.0,0.0,1247.85,60.0,DESCENT
132.7,6954.84,-25.0,0.0,1249.2,60.0,DESCENT
